business_id,name,city,state,postal_code,stars,review_count,is_open
pkp4eTF1pC4DDxjpQ174JA,Lou's Bar & Grill,Phoenix,AZ,85008.0,4.0,49.0,1
YmY9lwUzXtT9b56AWe03zQ,New King Wah Chinese Buffet,Phoenix,AZ,85040.0,2.5,3.0,0
1LdvubOnn7Uf_xDpc5JcMA,Indian Paradise,Phoenix,AZ,85023.0,3.0,3.0,0
K--ma2GS7bg1W96edq3V9g,Tony's Pizzeria,Phoenix,AZ,85051.0,4.0,3.0,0
PVTfzxu7of57zo1jZwEzkg,FEZ,Phoenix,AZ,85012.0,4.0,1028.0,0
3_A59jPniLD5ViVuKMYpJw,Acacia Cafe,Phoenix,AZ,85018.0,4.0,214.0,0
3Hu-IPhq5I_jyb3YfeHpGQ,Wildflower,Phoenix,AZ,85018.0,4.0,274.0,1
in3zjiaLpNzr9G3K35gAJQ,Vincent Market Bistro,Phoenix,AZ,85018.0,4.5,205.0,1
2nbibYLTR96Nr2nk-1spdw,Church's Chicken,Phoenix,AZ,85006.0,3.5,5.0,1
Np1L_H8IJ88khYyEZJUdNg,Smart & Final,Phoenix,AZ,85051.0,2.5,,0
uTCOEqjuVAXUOzti5TWj2Q,The Crepe Club,Phoenix,AZ,85016.0,4.0,164.0,0
pmpJS5skJj14y5brPPI2ew,Stanley's Homemade Sausage Company,Phoenix,AZ,85032.0,4.5,28.0,1
IAqyeVG1ZMrv7hiV3FAB6Q,Shanghai Buffet,Phoenix,AZ,85053.0,3.0,54.0,0
JH1w3xJ-kXE-QPInOD9pTw,Axis Hookah Lounge,Phoenix,AZ,85032.0,4.5,22.0,1
W-5cdzVAeRv0EtAeed4tqw,Sam's Gyros,Phoenix,AZ,85020.0,4.0,9.0,0
H-SO-RdX_umCon5hwRsYww,Las Tres Potrancas,Phoenix,AZ,85043.0,3.0,21.0,1
scoJNOqcw2peNlO31UYTaA,Pizza People Food Truck,Phoenix,AZ,85004.0,4.5,37.0,0
BHuvNbEh9VsaPPBnk4CosQ,Dunkin',Phoenix,AZ,85016.0,3.5,47.0,1
RGGOEmgtKXXZI91IXHEuIA,Bonefish Grill,Phoenix,AZ,85032.0,3.0,145.0,0
aXRrMXXoAN7lawHICgmsxw,The Dressing Room,Phoenix,AZ,85004.0,4.5,591.0,1
2Yq-Y-tDroP7mdDfcWJLCQ,Tacos Atoyac,Phoenix,AZ,85021.0,4.5,318.0,0
NgDyxaeItFSInv7J5paGLQ,The Kettle Black Kitchen & Pub,Phoenix,AZ,85004.0,4.5,863.0,1
pzwojvXN9wnsNKDkKhrCGg,Starbucks,Phoenix,AZ,85015.0,2.0,64.0,1
UCqWJWovgeelP1OUI_L90w,Chicago Hamburger,Phoenix,AZ,85018.0,4.0,422.0,1
K-GaYlV5d3TMwsOOraoC5Q,Circle K,Phoenix,AZ,85003.0,2.0,,1
-KIdCJnkt5N8rnnmWR5MQg,Corleone's,Phoenix,AZ,85016.0,3.5,265.0,1
cwJtI1JyX06CU_mxqCU2rw,Jack in the Box,Phoenix,AZ,85027.0,2.5,16.0,1
MOTPFzYqWF2OYzJjs1h15Q,Ariel's Grill Point,Phoenix,AZ,85022.0,4.0,9.0,0
bEZalv7kVGhiCd0WK4uFSw,La Salsita's Mexican Food,Phoenix,AZ,85006.0,3.5,30.0,0
bVXGCxKYvylArU9JkPkkRQ,Starbucks,Phoenix,AZ,85035.0,2.0,108.0,1
5rFXq7AGqJJeNn48PHfEtA,Starbucks,Phoenix,AZ,85028.0,3.5,23.0,0
iUYAqWKoBdHqYNMDzOXb9w,Mi Comida Restaurante Latino,Phoenix,AZ,85053.0,4.5,187.0,0
50mg2goBcG5rKhWIRTo8ow,Nature's Garden Delivered,Phoenix,AZ,85009.0,5.0,32.0,0
J6z4W7v727W1pX4-cRnMYw,China House Buffet,Phoenix,AZ,85015.0,2.0,4.0,0
z0z1KF6wyAALOtMBOp00qg,Walgreens,Phoenix,AZ,85018.0,2.0,27.0,1
lwpQQflP1CGJPV7QLybzOg,Upper Crust Pizza Patio & Wine Bar,Phoenix,AZ,85024.0,3.5,463.0,1
1Tj0HSSnPgHOj1alfcoXlQ,Starbucks,Phoenix,AZ,85018.0,3.5,34.0,1
mXuxTKtDR49msFrNGXUaTw,Stoudemire's Downtown,Phoenix,AZ,85004.0,2.5,16.0,0
3IWgxsZ8E49hNsY3qSvdZw,Rock and Roll Patio,Phoenix,AZ,85020.0,4.0,6.0,0
-ITj6Pu8Gdw8MmLf0XBEKQ,Sushi On Tatum,Phoenix,AZ,85050.0,4.0,435.0,1
FTUkGtUgd38pOx71SaVovg,Waldo's BBQ Express,Phoenix,AZ,85023.0,3.5,61.0,0
NPiLy71qqXzb45k9eQOgCQ,Maizie's Cafe & Bistro,Phoenix,AZ,85012.0,4.0,388.0,0
XdD1A397Ml-S_ijC4AdebA,Harold’s Chicken,Phoenix,AZ,85042.0,,34.0,1
hcEA0hkZfn7uBcVSC9hMKw,tot's n tot's of burgers,Phoenix,AZ,85034.0,3.0,9.0,1
pZb0fDbnSaZtyxrUHtbLSQ,Cafe Emina,Phoenix,AZ,85051.0,5.0,5.0,0
02GctEso08hyhQpkqOftsw,Muffin But The Best Cafe,Phoenix,AZ,85023.0,3.5,48.0,0
SO6Do3X3hVFXkNAIl5izzg,La Madeleine PHX: Term 4 B19,Phoenix,AZ,85034.0,3.5,18.0,1
3Gihlnww_C1bao7zKkj2gA,Poppa Maize,Phoenix,AZ,85023.0,4.5,17.0,0
NfnidMkIIb4OcDpP6jrsgw,Baskin-Robbins,Phoenix,AZ,85048.0,3.5,33.0,1
MOi64A9mDpK9zUB8546L8Q,Sonic Drive-In,Phoenix,AZ,85032.0,2.5,74.0,1
6o50aaRNo7X559y-SAtnXQ,Shamrock Foodservice Warehouse,Phoenix,AZ,85015.0,4.5,10.0,1
Yea_hg7GjYfOOzMeBSUNjg,Cocina Oaxaqueña,Phoenix,AZ,85015.0,3.5,16.0,0
EulFlbKaXT_DXG_xL6-mQQ,Sushi Brokers,Phoenix,AZ,85018.0,3.5,277.0,1
cs1qJvnWUg_f8g020z_3PQ,Pizzeria Bianco,Phoenix,AZ,85016.0,4.0,679.0,1
BbJEHuA73Np8fFsG832wUw,Saint Pasta,Phoenix,AZ,85016.0,4.5,32.0,1
NhNc7KQVm-eXc5tXCZKdFA,Circle K,Phoenix,AZ,85024.0,2.0,5.0,1
Bny78w8kQKHof_Xvqmj3wg,Dulceria La Bonita Wholesale,Phoenix,AZ,85009.0,4.0,15.0,1
VRC7J-ahI4em9ddhihxq5w,Pizza A Metro,Phoenix,AZ,85015.0,4.5,388.0,1
8ivgnBIWIXHUhGeB4HzmkA,Emerald City Smoothies,Phoenix,AZ,85048.0,5.0,4.0,0
E7XMQjuNhU2v31JMwHDciA,Europa Pastry Cafe,Phoenix,AZ,85016.0,4.5,36.0,0
1cl8ti5S8cJLHGetUe_s6w,Bubba Phatz,Phoenix,AZ,85004.0,2.5,7.0,0
wJ84TZZTuT0EdLzPHt8RDw,Carlos O'Brien's Mexican Restaurant,Phoenix,AZ,85085.0,2.5,213.0,1
wuze9cv8NS72Tt44yawjkA,Z-Bucks,Phoenix,AZ,85008.0,2.0,5.0,0
lfZYPCoGQ-1a7Kr_hgYSxQ,Subway Restaurants,Phoenix,AZ,85018.0,4.0,15.0,1
eCJDiRPoSuA0bsb7F1gNUA,Asian Cafe,Phoenix,AZ,85023.0,4.0,49.0,0
Wdo0RhkPldcB5ZhF1an_dA,Jack in the Box,Phoenix,AZ,85040.0,2.0,7.0,1
70umoFq_Wa24Nr78UOsilQ,Ono Hawaiian BBQ,Phoenix,AZ,85018.0,3.0,162.0,1
bNn-D4ANDAjArEz1-QaSbw,Le Peep Restaurant On Central,Phoenix,AZ,85012.0,3.5,3.0,0
73AQI-b7Eimtx1n9exicag,Goober Pet Direct,Phoenix,AZ,85027.0,5.0,41.0,1
y-eclyvMD0SZVrWdGdT6Aw,Cookies In Bloom,Phoenix,AZ,85018.0,4.0,14.0,0
Ag1S9ttGzV0oikz80pRPbA,Poké Catcher,Phoenix,AZ,85013.0,4.5,115.0,0
-mjUxlW8Lyyq0t3GWvD3EA,McDonald's,Phoenix,AZ,85003.0,2.0,71.0,1
tv9cm0--EHEgStr40yRqCg,Manila Oriental Foodmart,Phoenix,AZ,85051.0,4.0,4.0,0
hEnk2705PElURhKwgV4yaw,Shorty' Sliders & Steak Burgers,Phoenix,AZ,85051.0,3.0,14.0,0
a_E-rLe2zcyX-X4FKhWWRg,Tacos y Mariscos Sinaloa,Phoenix,AZ,85009.0,3.0,14.0,1
rnCrmDHCquJwPY9T292l9A,Andes Peruvian Cuisine,Phoenix,AZ,85017.0,4.5,53.0,1
1mkDrJRu3VABKy95gxD-Hg,Charlie D's Catfish & Chicken,Phoenix,AZ,85034.0,,8.0,0
oyCRc4Zs2RkKOHy9IAa3wg,The Herb Box,Phoenix,AZ,85014.0,3.5,94.0,0
GpX1PmgplBrG_DLiJVDC-g,Padre's Modern Mexican Cuisine,Phoenix,AZ,85014.0,4.0,137.0,0
pjpUOlJLlkIxBZ5BquA2PA,Pomo Pizzeria - Phoenix,Phoenix,AZ,85004.0,4.5,798.0,1
m506zjQ67j0msTfANwB6RA,Flower Child,Phoenix,AZ,85012.0,4.5,471.0,1
izMVaoWC6BLx_yKMiy8Tpw,Papa Murphy's,Phoenix,AZ,85048.0,4.5,,0
paWti26uib0RmBJIn6xL9w,Hobe Meats,Phoenix,AZ,85016.0,4.0,207.0,1
I5Xxk3yWjCJdJb74iWFZzg,McDonald's,Phoenix,AZ,85015.0,1.0,26.0,1
IyRRS2eJcvBGpKQPhQHOCA,Fry’s Food and Drug,Phoenix,AZ,85004.0,4.5,7.0,1
twJ3I6X_KFpMT7mVjtknsw,Peet's Coffee and Tea,Phoenix,AZ,85008.0,4.5,10.0,1
9bYx0nlHU2QKJ5AHHWWsbg,Commander Hamburger,Phoenix,AZ,85004.0,4.0,9.0,1
ccQhq9pSd_5wj1yMwiM7iA,Amando's Bros,Phoenix,AZ,85013.0,3.0,4.0,0
lpQziF9QCVZQRkxac1xzcw,Bonus Round,Phoenix,AZ,85013.0,4.0,123.0,1
ehPtiTNRxZYCv0wjAWMXew,O to Go Coffee Bar,Phoenix,AZ,85012.0,4.5,6.0,0
A0ZTQtESSHaPvNMxt2jLrg,Circle K,Phoenix,AZ,85085.0,2.0,6.0,1
8WwGP-B3Zxh_03FxZ3gC-g,Birrieria Obregon,Phoenix,AZ,85009.0,4.0,37.0,1
Ir_g86baDH8Xpzuuf5aC2w,Table Top Grill And Sushi,Phoenix,AZ,85019.0,,11.0,0
p_-fGCrpUQZXSO6sGAs6Tg,Gyros on Central,Phoenix,AZ,85020.0,4.0,47.0,1
zUDVw-7GkqjE6qhT-92XRA,QuikTrip,Phoenix,AZ,85042.0,3.5,24.0,1
G8vA6pq4p8KslaURm-q65Q,Romanelli's Italian Deli,Phoenix,AZ,85051.0,,361.0,1
B1TlRyjCW3Ygkp95MACffA,Que Huong Restaurant,Phoenix,AZ,85015.0,4.5,22.0,1
DvY_J2gFxudK9HC8kjI3NA,Park Central Deli,Phoenix,AZ,85012.0,3.5,67.0,0
f-5EK3KBvBvIBsAF4akaCA,Starbucks,Phoenix,AZ,85003.0,4.5,3.0,1
SIBaomIYVvsMU0GTuqX4vQ,Pure Sushi Colony,Phoenix,AZ,85014.0,4.0,242.0,0
s1w7weo4AffZXrz6oRcVww,Subway,Phoenix,AZ,85003.0,3.0,11.0,1
L_9g6y_EJqJ7A7nJMV9rmA,ThirdSpace,Phoenix,AZ,85007.0,4.5,137.0,0
HEOhtDZgK0CFhwR9shDU_g,Keegan's Grill,Phoenix,AZ,85016.0,4.0,174.0,1
2G8YLx7J8du260jFNjIjZQ,Gorditas El Tio,Phoenix,AZ,85032.0,4.0,62.0,1
_MFOesFi37QwBKtTspCarw,Rick's Cafe Metro,Phoenix,AZ,85051.0,,10.0,0
wFJFBZDMcV0hBMYOx88IYQ,Satay Hut,Phoenix,AZ,85085.0,4.0,35.0,1
Mca0HEKs8Xfa4VimLD1uGQ,A A Wok,Phoenix,AZ,85032.0,3.0,6.0,0
v80Rx2UVjIkOhh0hg7lerw,Subway Restaurants,Phoenix,AZ,85028.0,,13.0,1
VM7Q3xWH5XiwbaIeSyJ-vw,Chipotle Mexican Grill,Phoenix,AZ,85032.0,3.0,,1
VT9VcNegXrl-BLDCjWH3fQ,Tres Leches Cafe,Phoenix,AZ,85007.0,4.5,,1
zc1sur_MxkKkD6P8gYXQbg,Kay's Kafe,Phoenix,AZ,85009.0,4.5,134.0,1
m4pZSpO8v84IlsGjqHXBaQ,Mobile Waiters,Phoenix,AZ,85308.0,3.5,,0
Hgy5MrIKrwRJDXnwKaCpbA,Garcia's,Phoenix,AZ,85018.0,3.0,139.0,1
FMOtcUcyMj4gaLiI6CdjVw,Tropical Smoothie Cafe,Phoenix,AZ,85064.0,3.5,26.0,0
NiFAkq5YxEHr4d6U0yrUYg,Mandy's Fish And Chips,Phoenix,AZ,85339.0,3.5,59.0,1
k4qx8DacgRbM9vpVbWc3zA,Hooters,Phoenix,AZ,85004.0,2.0,237.0,1
-kIscN8I29eXMPkvyyxmRQ,Zookz Sandwiches,Phoenix,AZ,85012.0,4.5,866.0,1
QfG4JZvFoFpRbAxU2Fn-UQ,Ruby Tuesday,Phoenix,AZ,85034.0,3.5,129.0,1
QMaKCnfkxMzD7X5lleguDg,Biscuits,Phoenix,AZ,85045.0,4.0,9.0,0
R4KdTUXMdAYWokr2MkqNUQ,Pasteleria Elizabeth,Phoenix,AZ,85041.0,2.5,9.0,1
d_z8xew4Le3l9nc832rDpg,Over Under Sports Grill,Phoenix,AZ,85032.0,3.0,,0
e-Hw1QkvwM2wN5Wm7p_msw,Old Country Buffet,Phoenix,AZ,85051.0,2.5,88.0,1
r_kycu2UsKLFHsckgAeg6A,Bamboo Bakery,Phoenix,AZ,85006.0,4.0,75.0,1
uosJ3_thR5J8At3j4K5xaw,Long John Silver's,Phoenix,AZ,85041.0,3.5,10.0,1
JvpRR0XjtiEHiTnQa5MRVQ,El Sabroso Hot Dogs,Phoenix,AZ,85017.0,3.0,11.0,1
QAuQV01Yz2Gl89ZN6c1F4w,Forge Pizza,Phoenix,AZ,85016.0,,49.0,0
YeXwSWdjDYY1QkAPdqZSAQ,Tanked Fish Sushi,Phoenix,AZ,85073.0,4.0,19.0,0
